"Order type:","Ordre type:",module,Ho_CompanySwitcher
"Private","Privat",module,Ho_CompanySwitcher
"Business","Forretning",module,Ho_CompanySwitcher
"Own Reference","Din henvisning",module,Ho_CompanySwitcher
