"Order type:","Type de commande:",module,Ho_CompanySwitcher
"Private","Privé",module,Ho_CompanySwitcher
"Business","Affaires",module,Ho_CompanySwitcher
"Own Reference","Votre référence",module,Ho_CompanySwitcher
