"Order type:","Auftragsart:",module,Ho_CompanySwitcher
"Private","Privatgelände",module,Ho_CompanySwitcher
"Business","Geschäft",module,Ho_CompanySwitcher
"Own Reference","Ihre Referenz",module,Ho_CompanySwitcher
