"Order type:","Tilaustapa:",module,Ho_CompanySwitcher
"Private","Yksityinen",module,Ho_CompanySwitcher
"Business","Liiketoiminta",module,Ho_CompanySwitcher
"Own Reference","Viite",module,Ho_CompanySwitcher
